EventID,EventType,StartDateTime,EndDateTime,EnteredOn,EventAgency,ParkingHeld,Borough,CommunityBoard(s),PolicePrecinct(s),Category,SubCategoryName,Country,ZipCode(s)
456448,Shooting Permit,12/19/2018 09:00:00 AM,12/19/2018 10:00:00 PM,12/14/2018 11:59:21 AM,"Mayor's Office of Film, Theatre & Broadcasting","SOUTH    5 STREET between KENT AVENUE and BEDFORD AVENUE,  DUNHAM PLACE between BROADWAY and SOUTH    6 STREET,  DUNHAM PLACE between BROADWAY and SOUTH    6 STREET,  SOUTH    6 STREET between WYTHE AVENUE and BERRY STREET,  WYTHE AVENUE between SOUTH    6 STREET and BROADWAY,  KENT AVENUE between SOUTH    6 STREET and BROADWAY,  KENT AVENUE between SOUTH    6 STREET and BROADWAY,  KENT AVE between SOUTH    5 STREET and SOUTH    6 STREET,  BROADWAY between KENT AVENUE and WYTHE AVENUE,  BROADWAY between WYTHE AVENUE and BERRY STREET,  SOUTH    6 STREET between WYTHE AVENUE and DUNHAM PLACE,  SOUTH    6 STREET between KENT AVENUE and DUNHAM PLACE",Brooklyn,1,90,Television,Episodic series,United States of America,"11211, 11249"
456446,Shooting Permit,12/18/2018 11:00:00 AM,12/19/2018 02:00:00 AM,12/14/2018 11:48:43 AM,"Mayor's Office of Film, Theatre & Broadcasting","METROPOLITAN AVENUE between 78 STREET and 75 STREET,  75 STREET between METROPOLITAN AVENUE and 67 ROAD,  78 STREET between METROPOLITAN AVENUE and 66 DRIVE,  80 STREET between 67 ROAD and METROPOLITAN AVENUE,  METROPOLITAN AVENUE between 80 STREET and 79 STREET",Queens,5,104,Television,Episodic series,United States of America,11379
456417,Shooting Permit,12/15/2018 05:00:00 AM,12/15/2018 11:00:00 AM,12/14/2018 09:45:29 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   48 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,"10036, 10105"
456415,Shooting Permit,12/15/2018 05:00:00 AM,12/15/2018 11:00:00 AM,12/14/2018 09:41:57 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   47 STREET between 6 AVENUE and 7 AVENUE,Manhattan,5,18,Television,News,United States of America,10036
456408,Shooting Permit,12/21/2018 10:00:00 AM,12/22/2018 02:00:00 AM,12/14/2018 09:25:45 AM,"Mayor's Office of Film, Theatre & Broadcasting","DEGRAW STREET between BOND STREET and NEVINS STREET,  DEGRAW STREET between NEVINS STREET and 3 AVENUE,  SACKETT STREET between NEVINS STREET and 3 AVENUE,  NEVINS STREET between DEGRAW STREET and SACKETT STREET,  NEVINS STREET between SACKETT STREET and UNION STREET,  DEGRAW STREET between BOND STREET and NEVINS STREET,  BOND STREET between DOUGLASS STREET and DEGRAW STREET",Brooklyn,6,"76, 78",Television,Episodic series,United States of America,11217
456392,Shooting Permit,12/17/2018 06:00:00 AM,12/17/2018 09:00:00 PM,12/13/2018 09:20:38 PM,"Mayor's Office of Film, Theatre & Broadcasting","GATES AVENUE between ST NICHOLAS AVENUE and WYCKOFF AVENUE,  WYCKOFF AVENUE between GATES AVENUE and GROVE STREET,  ST NICHOLAS AVE between WOODBINE ST and PALMETTO ST",Brooklyn,"4, 5","104, 83",Commercial,Commercial,United States of America,"11237, 11385"
456391,Shooting Permit,12/16/2018 06:00:00 AM,12/16/2018 09:00:00 PM,12/13/2018 09:19:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","GATES AVENUE between ST NICHOLAS AVENUE and WYCKOFF AVENUE,  WYCKOFF AVENUE between GATES AVENUE and LINDEN STREET,  ST. NICHOLAS AVE between PALMETTO ST and GATES AVE",Brooklyn,"4, 5","104, 83",Commercial,Commercial,United States of America,"11237, 11385"
456390,Shooting Permit,12/15/2018 06:00:00 AM,12/15/2018 09:00:00 PM,12/13/2018 09:15:30 PM,"Mayor's Office of Film, Theatre & Broadcasting","GATES AVENUE between ST NICHOLAS AVENUE and WYCKOFF AVENUE,  WYCKOFF AVENUE between GATES AVENUE and LINDEN STREET,  ST. NICHOLAS AVE between PALMETTO ST and GATES AVE",Brooklyn,"4, 5","104, 83",Commercial,Commercial,United States of America,"11237, 11385"
456380,Shooting Permit,12/23/2018 03:00:00 PM,12/23/2018 11:59:00 PM,12/13/2018 05:08:16 PM,"Mayor's Office of Film, Theatre & Broadcasting",DWIGHT STREET between BEARD STREET and VAN DYKE STREET,Brooklyn,6,76,Film,Short,United States of America,11231
456379,Shooting Permit,12/22/2018 08:00:00 AM,12/22/2018 08:00:00 PM,12/13/2018 04:51:15 PM,"Mayor's Office of Film, Theatre & Broadcasting",QUEENS BOULEVARD between 42 STREET and 43 STREET,Queens,2,108,Film,Short,United States of America,11104
456367,Shooting Permit,12/18/2018 07:00:00 AM,12/18/2018 09:00:00 PM,12/13/2018 04:19:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST STREET between FREEMAN STREET and EAGLE STREET,  EAGLE STREET between WEST STREET and FRANKLIN STREET,  GREENPOINT AVENUE between GALE AVENUE and BRADLEY AVENUE,  REVIEW AVE between 37 STREET and LAUREL HILL BOULEVARD",Brooklyn,"1, 2","108, 94",Television,Episodic series,United States of America,"11101, 11222"
456366,Shooting Permit,12/14/2018 12:00:00 PM,12/15/2018 03:00:00 AM,12/13/2018 04:17:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   12 STREET between 5 AVENUE and UNIVERSITY PLACE,  5 AVENUE between EAST   11 STREET and EAST   12 STREET",Manhattan,2,6,Television,Variety,United States of America,"10003, 10011"
456362,Shooting Permit,12/17/2018 06:00:00 AM,12/17/2018 09:00:00 PM,12/13/2018 04:02:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","FORSYTH STREET between DELANCEY STREET and GRAND STREET,  FORSYTH STREET between GRAND STREET and HESTER STREET,  FORSYTH STREET between GRAND STREET and HESTER STREET,  DELANCEY STREET between ELDRIDGE STREET and FORSYTH STREET,  GRAND STREET between FORSYTH STREET and CHRYSTIE STREET,  GRAND STREET between ALLEN STREET and ELDRIDGE STREET,  BROOME STREET between FORSYTH STREET and ELDRIDGE STREET,  ELDRIDGE STREET between BROOME STREET and GRAND STREET,  ELDRIDGE STREET between BROOME STREET and GRAND STREET",Manhattan,3,5,Television,Episodic series,United States of America,10002
456361,Shooting Permit,12/14/2018 08:00:00 AM,12/14/2018 05:00:00 PM,12/13/2018 04:02:08 PM,"Mayor's Office of Film, Theatre & Broadcasting",Eldert Street between WYCKOFF AVENUE and Dead End,Brooklyn,4,83,Television,Episodic series,United States of America,11237
456360,Shooting Permit,12/18/2018 07:00:00 AM,12/18/2018 08:00:00 PM,12/13/2018 04:01:24 PM,"Mayor's Office of Film, Theatre & Broadcasting","DELANCEY STREET between FORSYTH STREET and ELDRIDGE STREET,  BROOME STREET between FORSYTH STREET and ELDRIDGE STREET,  FORSYTH STREET between DELANCEY STREET and GRAND STREET,  FORSYTH STREET between GRAND STREET and HESTER STREET,  GRAND STREET between FORSYTH STREET and CHRYSTIE STREET",Manhattan,3,5,Television,Episodic series,United States of America,10002
456352,Shooting Permit,12/18/2018 06:00:00 AM,12/18/2018 10:00:00 PM,12/13/2018 03:43:52 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST   80 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,  AMSTERDAM AVENUE between WEST   79 STREET and WEST   82 STREET,  WEST   81 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE,  CENTRAL PARK WEST between WEST   77 STREET and WEST   81 STREET,  WEST   81 STREET between CENTRAL PARK WEST and COLUMBUS AVENUE,  AMSTERDAM AVENUE between WEST   80 STREET and WEST   82 STREET,  WEST   82 STREET between AMSTERDAM AVENUE and BROADWAY,  WEST   81 STREET between COLUMBUS AVENUE and AMSTERDAM AVENUE",Manhattan,"64, 7","20, 22",Television,Episodic series,United States of America,10024
456338,Shooting Permit,12/19/2018 07:00:00 AM,12/19/2018 07:00:00 PM,12/13/2018 02:50:49 PM,"Mayor's Office of Film, Theatre & Broadcasting",MONTROSE AVENUE between MANHATTAN AVENUE and LEONARD STREET,Brooklyn,1,90,Film,Short,United States of America,11206
456335,Shooting Permit,12/17/2018 08:00:00 AM,12/17/2018 10:00:00 PM,12/13/2018 02:27:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","AVENUE C between EAST    8 STREET and EAST    9 STREET,  EAST    9 STREET between AVENUE C and AVENUE D",Manhattan,3,9,Television,Episodic series,United States of America,10009
456331,Shooting Permit,12/17/2018 06:00:00 AM,12/17/2018 09:00:00 PM,12/13/2018 02:18:59 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST BROADWAY between PRINCE STREET and SPRING STREET,  WEST BROADWAY between SPRING STREET and PRINCE STREET,  SPRING STREET between WEST BROADWAY and SULLIVAN STREET,  LAGUARDIA PLACE between BLEECKER STREET and WEST HOUSTON STREET,  BLEECKER STREET between SULLIVAN STREET and THOMPSON STREET",Manhattan,2,"1, 6",Television,Cable-other,United States of America,10012
456330,Shooting Permit,12/18/2018 07:00:00 AM,12/18/2018 10:00:00 PM,12/13/2018 02:18:07 PM,"Mayor's Office of Film, Theatre & Broadcasting","SOUTHERN BLVD between BEDFORD PARK BOULEVARD and BRONX PARK ROAD,  EAST  191 STREET between HUGHES AVENUE and BATHGATE AVENUE,  HOFFMAN STREET between EAST FORDHAM ROAD and EAST  191 STREET",Bronx,6,"48, 52",Television,Episodic series,United States of America,10458
456326,Shooting Permit,12/17/2018 03:00:00 PM,12/17/2018 11:00:00 PM,12/13/2018 01:58:31 PM,"Mayor's Office of Film, Theatre & Broadcasting","METROPOLITAN AVENUE between 78 STREET and 75 STREET,  75 STREET between METROPOLITAN AVENUE and 67 ROAD,  78 STREET between METROPOLITAN AVENUE and 66 DRIVE,  80 STREET between 67 ROAD and METROPOLITAN AVENUE,  METROPOLITAN AVENUE between 80 STREET and 79 STREET",Queens,5,104,Television,Episodic series,United States of America,11379
456324,Shooting Permit,12/19/2018 07:00:00 AM,12/19/2018 11:00:00 PM,12/13/2018 01:56:29 PM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
456323,Shooting Permit,12/17/2018 12:30:00 PM,12/17/2018 08:30:00 PM,12/13/2018 01:56:15 PM,"Mayor's Office of Film, Theatre & Broadcasting","COOK STREET between EVERGREEN AVENUE and BUSHWICK AVENUE,  WHITE STREET between COOK STREET and VARET STREET",Brooklyn,1,90,Television,Not Applicable,United States of America,11206
456315,Shooting Permit,12/17/2018 07:00:00 AM,12/17/2018 09:00:00 PM,12/13/2018 01:38:34 PM,"Mayor's Office of Film, Theatre & Broadcasting","STARR AVENUE between BORDEN AVENUE and VAN DAM STREET,  REVIEW AVENUE between BORDEN AVENUE and VAN DAM STREET",Queens,2,108,Television,Episodic series,United States of America,11101
456307,Shooting Permit,12/17/2018 09:00:00 AM,12/17/2018 11:00:00 PM,12/13/2018 01:23:04 PM,"Mayor's Office of Film, Theatre & Broadcasting","5 AVENUE between 14 STREET and PROSPECT AVENUE,  16 STREET between 5 AVENUE and 6 AVENUE,  PROSPECT AVENUE between 4 AVENUE and 6 AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  MONITOR STREET between GREENPOINT AVENUE and NORMAN AVENUE,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORMAN AVENUE",Brooklyn,"1, 6, 7","72, 78, 94",Television,Episodic series,United States of America,"11215, 11222"
456293,Shooting Permit,12/18/2018 07:00:00 AM,12/19/2018 12:00:00 AM,12/13/2018 12:30:23 PM,"Mayor's Office of Film, Theatre & Broadcasting",VANDERBILT AVENUE between TALBOT PLACE and BAY STREET,Staten Island,1,120,Television,Episodic series,United States of America,10304
456292,Shooting Permit,12/18/2018 07:00:00 AM,12/18/2018 07:00:00 PM,12/13/2018 12:28:45 PM,"Mayor's Office of Film, Theatre & Broadcasting",22 STREET between QUEENS PLAZA SOUTH and 43 AVENUE,Queens,2,108,Television,Episodic series,United States of America,11101
456273,Shooting Permit,12/17/2018 07:00:00 AM,12/17/2018 09:00:00 PM,12/13/2018 11:35:52 AM,"Mayor's Office of Film, Theatre & Broadcasting","COVERT STREET between WYCKOFF AVENUE and IRVING AVENUE,  IRVING AVENUE between COVERT STREET and ELDERT STREET",Queens,"4, 5","104, 83",Television,Episodic series,United States of America,"11237, 11385"
456271,Shooting Permit,12/18/2018 11:00:00 AM,12/19/2018 02:00:00 AM,12/13/2018 11:12:41 AM,"Mayor's Office of Film, Theatre & Broadcasting",PARK AVENUE between WASHINGTON AVENUE and CLINTON AVENUE,Brooklyn,2,88,Television,Episodic series,United States of America,11205
456267,Shooting Permit,12/21/2018 07:00:00 AM,12/21/2018 11:00:00 PM,12/13/2018 10:55:56 AM,"Mayor's Office of Film, Theatre & Broadcasting","VERNON BOULEVARD between 41 AVENUE and 40 AVENUE,  41 AVENUE between VERNON BOULEVARD and 10 STREET,  10 STREET between 41 AVENUE and 40 AVENUE,  40 AVENUE between VERNON BOULEVARD and 12 STREET,  DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE",Queens,1,"114, 94",Television,Episodic series,United States of America,"11101, 11222"
456266,Shooting Permit,12/19/2018 09:00:00 AM,12/19/2018 11:00:00 PM,12/13/2018 10:47:22 AM,"Mayor's Office of Film, Theatre & Broadcasting","KINGSLAND AVENUE between NORMAN AVENUE and GREENPOINT AVENUE,  NORMAN AVENUE between KINGSLAND AVENUE and HAUSMAN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
456265,Shooting Permit,12/17/2018 06:00:00 AM,12/17/2018 10:00:00 PM,12/13/2018 10:42:49 AM,"Mayor's Office of Film, Theatre & Broadcasting","35 STREET between 34 AVENUE and 35 AVENUE,  35 AVENUE between 35 STREET and 36 STREET",Queens,1,114,Television,Cable-episodic,United States of America,11106
456262,Shooting Permit,12/14/2018 06:00:00 AM,12/14/2018 11:00:00 PM,12/13/2018 10:13:59 AM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   20 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,10,Television,Episodic series,United States of America,10011
456254,Shooting Permit,12/14/2018 10:00:00 AM,12/15/2018 03:00:00 AM,12/13/2018 09:05:18 AM,"Mayor's Office of Film, Theatre & Broadcasting","PROVOST STREET between FREEMAN STREET and GREEN STREET,  PROVOST STREET between HURON STREET and EAGLE STREET,  GREEN STREET between MCGUINNESS BOULEVARD and PROVOST STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
456239,Shooting Permit,12/17/2018 09:00:00 AM,12/17/2018 07:00:00 PM,12/13/2018 08:27:41 AM,"Mayor's Office of Film, Theatre & Broadcasting",WATER STREET between OLD FULTON STREET and NEW DOCK STREET,Brooklyn,2,84,Film,Feature,United States of America,11201
456225,Shooting Permit,12/20/2018 07:00:00 AM,12/20/2018 11:00:00 PM,12/12/2018 08:32:40 PM,"Mayor's Office of Film, Theatre & Broadcasting","ESSEX STREET between RIVINGTON STREET and EAST HOUSTON STREET,  ATTORNEY STREET between STANTON STREET and DEAD END,  STANTON STREET between CLINTON STREET and RIDGE STREET,  RIDGE STREET between EAST HOUSTON STREET and RIVINGTON STREET,  PARK AVENUE SOUTH between EAST   18 STREET and EAST   20 STREET,  PARK AVENUE SOUTH between EAST   20 STREET and EAST   21 STREET,  EAST   19 STREET between IRVING PLACE and PARK AVENUE SOUTH,  EAST   19 STREET between PARK AVENUE SOUTH and BROADWAY,  EAST   18 STREET between PARK AVENUE SOUTH and BROADWAY",Manhattan,"3, 5, 6","13, 7",Television,Episodic series,United States of America,"10002, 10003, 10010"
456223,Shooting Permit,12/18/2018 08:00:00 AM,12/18/2018 05:00:00 PM,12/12/2018 07:36:15 PM,"Mayor's Office of Film, Theatre & Broadcasting",GRAND STREET between ESSEX STREET and LUDLOW STREET,Manhattan,3,7,Still Photography,Not Applicable,United States of America,10002
456218,Shooting Permit,12/18/2018 07:00:00 AM,12/18/2018 11:00:00 PM,12/12/2018 07:15:50 PM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MESEROLE AVENUE between MOULTRIE STREET and HUMBOLDT STREET,  HUMBOLDT STREET between MESEROLE AVENUE and NORMAN AVENUE,  SOUTH    5 STREET between BEDFORD AVENUE and DRIGGS AVENUE,  DRIGGS AVENUE between SOUTH    8 STREET and SOUTH    5 STREET,  SOUTH    6 STREET between BROADWAY and BEDFORD AVENUE,  BROADWAY between BEDFORD AVE and DRIGGS AVE",Brooklyn,1,"90, 94",Television,Episodic series,United States of America,"11211, 11222"
456216,Shooting Permit,12/17/2018 06:00:00 AM,12/17/2018 09:00:00 PM,12/12/2018 07:01:48 PM,"Mayor's Office of Film, Theatre & Broadcasting","WEST STREET between FREEMAN STREET and EAGLE STREET,  EAGLE STREET between WEST STREET and FRANKLIN STREET",Brooklyn,1,94,Television,Episodic series,United States of America,11222
456208,Shooting Permit,12/20/2018 07:00:00 AM,12/20/2018 10:00:00 PM,12/12/2018 05:07:10 PM,"Mayor's Office of Film, Theatre & Broadcasting",WEST   58 STREET between 10 AVENUE and 11 AVENUE,Manhattan,4,18,Television,Cable-other,United States of America,10019
456202,Shooting Permit,12/14/2018 07:30:00 AM,12/14/2018 07:30:00 PM,12/12/2018 04:10:45 PM,"Mayor's Office of Film, Theatre & Broadcasting",EAST   82 STREET between 3 AVENUE and 2 AVENUE,Manhattan,8,19,Still Photography,Not Applicable,United States of America,10028
456198,Shooting Permit,12/17/2018 07:00:00 AM,12/17/2018 07:00:00 PM,12/12/2018 03:56:54 PM,"Mayor's Office of Film, Theatre & Broadcasting","WARREN STREET between HENRY STREET and HICKS STREET,  HENRY STREET between WARREN STREET and BALTIC STREET",Brooklyn,6,76,Still Photography,Not Applicable,United States of America,11201
456190,Shooting Permit,12/17/2018 06:30:00 AM,12/17/2018 05:00:00 PM,12/12/2018 03:46:10 PM,"Mayor's Office of Film, Theatre & Broadcasting","PARK AVENUE SOUTH between EAST   23 STREET and EAST   25 STREET,  EAST   25 STREET between MADISON AVENUE and PARK AVENUE SOUTH,  EAST   24 STREET between MADISON AVENUE and PARK AVENUE SOUTH,  MADISON AVENUE between EAST   23 STREET and EAST   26 STREET,  VESTRY STREET between HUDSON STREET and GREENWICH STREET,  LAIGHT STREET between HUDSON STREET and COLLISTER STREET,  HUBERT STREET between HUDSON STREET and GREENWICH STREET,  HUDSON STREET between BEACH STREET and NORTH MOORE STREET,  WEST STREET between NORTH MOORE STREET and HARRISON STREET,  WEST STREET between HARRISON STREET and CHAMBERS STREET,  HARRISON STREET between WEST STREET and GREENWICH STREET",Manhattan,"1, 5","1, 13",Television,Episodic series,United States of America,"10010, 10013, 10282"
456188,Shooting Permit,12/18/2018 08:00:00 AM,12/18/2018 11:00:00 PM,12/12/2018 03:36:27 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST   41 STREET between PARK AVENUE and LEXINGTON AVENUE,  PARK AVENUE between EAST   36 STREET and EAST   38 STREET,  EAST   38 STREET between MADISON AVENUE and PARK AVENUE,  PARK AVENUE between EAST   38 STREET and EAST   39 STREET,  PARK AVENUE between EAST   38 STREET and EAST   40 STREET,  PARK AVENUE between EAST   37 STREET and EAST   38 STREET,  EAST   38 STREET between PARK AVENUE and LEXINGTON AVENUE",Manhattan,"5, 6","14, 17",Television,Episodic series,United States of America,"10016, 10017, 10178"
456179,Shooting Permit,12/21/2018 06:30:00 AM,12/21/2018 09:00:00 PM,12/12/2018 03:16:01 PM,"Mayor's Office of Film, Theatre & Broadcasting","MANHATTAN AVENUE between INDIA STREET and HURON STREET,  KINGSLAND AVENUE between GREENPOINT AVENUE and DEAD END,  KINGSLAND AVENUE between GREENPOINT AVENUE and NORTH HENRY STREET",Brooklyn,1,94,Television,Cable-episodic,United States of America,11222
456176,Shooting Permit,12/17/2018 06:00:00 AM,12/17/2018 10:00:00 PM,12/12/2018 03:15:33 PM,"Mayor's Office of Film, Theatre & Broadcasting",VANDERBILT AVENUE between TALBOT PLACE and BAY STREET,Staten Island,1,120,Television,Episodic series,United States of America,10304
456171,Shooting Permit,12/17/2018 06:00:00 AM,12/17/2018 11:00:00 PM,12/12/2018 03:04:46 PM,"Mayor's Office of Film, Theatre & Broadcasting","DIAMOND STREET between CALYER STREET and MESEROLE AVENUE,  CALYER STREET between DIAMOND STREET and JEWEL STREET,  JEWEL STREET between CALYER STREET and MESEROLE AVENUE,  MONITOR STREET between NORMAN AVENUE and GREENPOINT AVENUE,  KINGSLAND AVENUE between NORMAN AVENUE and GREENPOINT AVENUE",Brooklyn,1,94,Television,Episodic series,United States of America,11222
456167,Shooting Permit,12/20/2018 06:00:00 AM,12/20/2018 10:00:00 PM,12/12/2018 02:58:55 PM,"Mayor's Office of Film, Theatre & Broadcasting","EAST  125 STREET between MADISON AVENUE and 5 AVENUE,  EAST  125 STREET between MADISON AVENUE and PARK AVENUE,  EAST  123 STREET between MADISON AVENUE and PARK AVENUE,  PARK AVENUE between EAST  123 STREET and EAST  125 STREET",Manhattan,11,25,Television,Episodic series,United States of America,"10027, 10035"